REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	22	358	Территориальная избирательная комиссия №22	УИК №358	1710	1367	1367	0	989	72.35%	378	27.65%
Город Санкт-Петербург	22	359	Территориальная избирательная комиссия №22	УИК №359	1665	1237	1233	5	986	79.97%	242	19.63%
Город Санкт-Петербург	22	360	Территориальная избирательная комиссия №22	УИК №360	1029	819	818	0	673	82.27%	145	17.73%
Город Санкт-Петербург	22	361	Территориальная избирательная комиссия №22	УИК №361	1767	1335	1335	11	1006	75.36%	318	23.82%
Город Санкт-Петербург	22	362	Территориальная избирательная комиссия №22	УИК №362	1932	1460	1458	19	1108	75.99%	331	22.70%
Город Санкт-Петербург	22	363	Территориальная избирательная комиссия №22	УИК №363	1663	1401	1400	5	1115	79.64%	280	20.00%
Город Санкт-Петербург	22	364	Территориальная избирательная комиссия №22	УИК №364	1815	1408	1408	11	1093	77.63%	304	21.59%
Город Санкт-Петербург	22	365	Территориальная избирательная комиссия №22	УИК №365	1669	1365	1358	0	1079	79.46%	279	20.54%
Город Санкт-Петербург	22	366	Территориальная избирательная комиссия №22	УИК №366	1301	1044	1044	3	612	58.62%	429	41.09%
Город Санкт-Петербург	22	367	Территориальная избирательная комиссия №22	УИК №367	1447	1192	1192	3	909	76.26%	280	23.49%
Город Санкт-Петербург	22	368	Территориальная избирательная комиссия №22	УИК №368	2019	1518	1512	6	1144	75.66%	362	23.94%
Город Санкт-Петербург	22	369	Территориальная избирательная комиссия №22	УИК №369	2101	1542	1542	14	1002	64.98%	526	34.11%
Город Санкт-Петербург	22	370	Территориальная избирательная комиссия №22	УИК №370	2161	1589	1589	15	1016	63.94%	558	35.12%
Город Санкт-Петербург	22	371	Территориальная избирательная комиссия №22	УИК №371	2702	1923	1921	10	1436	74.75%	475	24.73%
Город Санкт-Петербург	22	372	Территориальная избирательная комиссия №22	УИК №372	3092	1612	1610	12	922	57.27%	676	41.99%
Город Санкт-Петербург	22	373	Территориальная избирательная комиссия №22	УИК №373	2183	1606	1606	0	1218	75.84%	388	24.16%
Город Санкт-Петербург	22	374	Территориальная избирательная комиссия №22	УИК №374	2519	2059	2056	7	1434	69.75%	615	29.91%
Город Санкт-Петербург	22	375	Территориальная избирательная комиссия №22	УИК №375	2095	1524	1524	11	1166	76.51%	347	22.77%
Город Санкт-Петербург	22	376	Территориальная избирательная комиссия №22	УИК №376	2627	1916	1916	15	1452	75.78%	449	23.43%
Город Санкт-Петербург	22	378	Территориальная избирательная комиссия №22	УИК №378	1717	1184	1182	2	829	70.14%	351	29.70%
Город Санкт-Петербург	22	379	Территориальная избирательная комиссия №22	УИК №379	1755	1283	1283	16	962	74.98%	305	23.77%
Город Санкт-Петербург	22	380	Территориальная избирательная комиссия №22	УИК №380	2144	1703	1701	38	302	17.75%	1361	80.01%
Город Санкт-Петербург	22	381	Территориальная избирательная комиссия №22	УИК №381	1735	1319	1312	42	969	73.86%	301	22.94%
Город Санкт-Петербург	22	382	Территориальная избирательная комиссия №22	УИК №382	1701	1307	1305	9	991	75.94%	305	23.37%
Город Санкт-Петербург	22	383	Территориальная избирательная комиссия №22	УИК №383	2704	2056	2052	12	1598	77.88%	442	21.54%
Город Санкт-Петербург	22	384	Территориальная избирательная комиссия №22	УИК №384	1496	1146	1145	6	878	76.68%	261	22.79%
Город Санкт-Петербург	22	385	Территориальная избирательная комиссия №22	УИК №385	2285	1690	1690	43	1201	71.07%	446	26.39%
Город Санкт-Петербург	22	386	Территориальная избирательная комиссия №22	УИК №386	2410	1835	1830	27	1373	75.03%	430	23.50%
Город Санкт-Петербург	22	387	Территориальная избирательная комиссия №22	УИК №387	2483	1857	1857	5	1392	74.96%	460	24.77%
Город Санкт-Петербург	22	388	Территориальная избирательная комиссия №22	УИК №388	2131	1669	1665	20	1323	79.46%	322	19.34%
Город Санкт-Петербург	22	389	Территориальная избирательная комиссия №22	УИК №389	1848	1352	1350	17	945	70.00%	388	28.74%
Город Санкт-Петербург	22	390	Территориальная избирательная комиссия №22	УИК №390	1125	786	783	0	591	75.48%	192	24.52%
Город Санкт-Петербург	22	391	Территориальная избирательная комиссия №22	УИК №391	2275	1816	1816	5	1451	79.90%	360	19.82%
Город Санкт-Петербург	22	392	Территориальная избирательная комиссия №22	УИК №392	2088	1566	1566	2	41	2.62%	1523	97.25%
Город Санкт-Петербург	22	393	Территориальная избирательная комиссия №22	УИК №393	2757	1902	1901	7	1330	69.96%	564	29.67%
Город Санкт-Петербург	22	394	Территориальная избирательная комиссия №22	УИК №394	1351	961	960	0	724	75.42%	236	24.58%
Город Санкт-Петербург	22	395	Территориальная избирательная комиссия №22	УИК №395	1264	872	871	6	610	70.03%	255	29.28%
Город Санкт-Петербург	22	396	Территориальная избирательная комиссия №22	УИК №396	2801	2058	2056	21	1550	75.39%	485	23.59%
Город Санкт-Петербург	22	397	Территориальная избирательная комиссия №22	УИК №397	2162	1622	1622	34	1217	75.03%	371	22.87%
Город Санкт-Петербург	22	398	Территориальная избирательная комиссия №22	УИК №398	1653	1305	1295	10	143	11.04%	1142	88.19%
Город Санкт-Петербург	22	399	Территориальная избирательная комиссия №22	УИК №399	2025	1478	1475	0	1115	75.59%	360	24.41%
Город Санкт-Петербург	22	400	Территориальная избирательная комиссия №22	УИК №400	1571	1149	1146	0	853	74.43%	293	25.57%
Город Санкт-Петербург	22	401	Территориальная избирательная комиссия №22	УИК №401	1916	1500	1405	11	1212	86.26%	182	12.95%
Город Санкт-Петербург	22	403	Территориальная избирательная комиссия №22	УИК №403	2478	2451	2451	2	2383	97.23%	66	2.69%
Город Санкт-Петербург	22	404	Территориальная избирательная комиссия №22	УИК №404	1487	1458	1458	14	54	3.70%	1390	95.34%
Город Санкт-Петербург	22	405	Территориальная избирательная комиссия №22	УИК №405	664	664	664	2	467	70.33%	195	29.37%
Город Санкт-Петербург	22	406	Территориальная избирательная комиссия №22	УИК №406	1521	1475	1475	8	590	40.00%	877	59.46%
Город Санкт-Петербург	22	407	Территориальная избирательная комиссия №22	УИК №407	1972	1968	1966	1	1847	93.95%	118	6.00%
Город Санкт-Петербург	22	408	Территориальная избирательная комиссия №22	УИК №408	503	502	502	1	474	94.42%	27	5.38%
Город Санкт-Петербург	22	409	Территориальная избирательная комиссия №22	УИК №409	284	283	283	0	271	95.76%	12	4.24%
Город Санкт-Петербург	23	2035	Территориальная избирательная комиссия №23	УИК №2035	2057	1562	1562	8	1285	82.27%	269	17.22%
Город Санкт-Петербург	23	2036	Территориальная избирательная комиссия №23	УИК №2036	2469	906	906	5	516	56.95%	385	42.49%
Город Санкт-Петербург	23	2037	Территориальная избирательная комиссия №23	УИК №2037	2312	2050	2050	6	1466	71.51%	578	28.20%
Город Санкт-Петербург	23	2038	Территориальная избирательная комиссия №23	УИК №2038	2005	1624	1624	30	1218	75.00%	376	23.15%
Город Санкт-Петербург	23	2039	Территориальная избирательная комиссия №23	УИК №2039	1642	1250	1249	8	873	69.90%	368	29.46%
Город Санкт-Петербург	23	2040	Территориальная избирательная комиссия №23	УИК №2040	2236	1687	1687	17	1283	76.05%	387	22.94%
Город Санкт-Петербург	23	2041	Территориальная избирательная комиссия №23	УИК №2041	1449	1434	1434	14	1360	94.84%	60	4.18%
Город Санкт-Петербург	23	2042	Территориальная избирательная комиссия №23	УИК №2042	2054	1463	1463	12	1062	72.59%	389	26.59%
Город Санкт-Петербург	23	2043	Территориальная избирательная комиссия №23	УИК №2043	1411	1149	1149	3	943	82.07%	203	17.67%
Город Санкт-Петербург	23	2044	Территориальная избирательная комиссия №23	УИК №2044	1488	1190	1169	4	992	84.86%	173	14.80%
Город Санкт-Петербург	23	2045	Территориальная избирательная комиссия №23	УИК №2045	1656	1325	1311	4	1049	80.02%	258	19.68%
Город Санкт-Петербург	23	2046	Территориальная избирательная комиссия №23	УИК №2046	1805	1148	1129	43	744	65.90%	342	30.29%
Город Санкт-Петербург	23	2047	Территориальная избирательная комиссия №23	УИК №2047	2297	1578	1578	13	1242	78.71%	323	20.47%
Город Санкт-Петербург	23	2048	Территориальная избирательная комиссия №23	УИК №2048	1457	1122	1108	10	704	63.54%	394	35.56%
Город Санкт-Петербург	23	2049	Территориальная избирательная комиссия №23	УИК №2049	2329	1890	1890	4	1601	84.71%	285	15.08%
Город Санкт-Петербург	23	2050	Территориальная избирательная комиссия №23	УИК №2050	2321	1980	1980	3	1882	95.05%	95	4.80%
Город Санкт-Петербург	23	2051	Территориальная избирательная комиссия №23	УИК №2051	2391	1808	1808	37	1360	75.22%	411	22.73%
Город Санкт-Петербург	23	2052	Территориальная избирательная комиссия №23	УИК №2052	2392	1678	1678	8	1295	77.18%	375	22.35%
Город Санкт-Петербург	23	2053	Территориальная избирательная комиссия №23	УИК №2053	2198	1398	1398	8	1158	82.83%	232	16.60%
Город Санкт-Петербург	23	2054	Территориальная избирательная комиссия №23	УИК №2054	2416	1611	1605	4	1153	71.84%	448	27.91%
Город Санкт-Петербург	23	2055	Территориальная избирательная комиссия №23	УИК №2055	1874	939	938	6	633	67.48%	299	31.88%
Город Санкт-Петербург	23	2056	Территориальная избирательная комиссия №23	УИК №2056	2131	1743	1742	7	1413	81.11%	322	18.48%
Город Санкт-Петербург	23	2057	Территориальная избирательная комиссия №23	УИК №2057	1817	1480	1480	30	1050	70.95%	400	27.03%
Город Санкт-Петербург	23	2058	Территориальная избирательная комиссия №23	УИК №2058	2295	1820	1820	7	1551	85.22%	262	14.40%
Город Санкт-Петербург	23	2059	Территориальная избирательная комиссия №23	УИК №2059	2244	1485	1485	16	1159	78.05%	310	20.88%
Город Санкт-Петербург	23	2060	Территориальная избирательная комиссия №23	УИК №2060	1888	1479	1479	12	1149	77.69%	318	21.50%
Город Санкт-Петербург	23	2061	Территориальная избирательная комиссия №23	УИК №2061	1834	1530	1530	4	1180	77.12%	346	22.61%
Город Санкт-Петербург	23	2062	Территориальная избирательная комиссия №23	УИК №2062	2156	1412	1411	3	1067	75.62%	341	24.17%
Город Санкт-Петербург	23	2063	Территориальная избирательная комиссия №23	УИК №2063	2092	1707	1706	14	1327	77.78%	365	21.40%
Город Санкт-Петербург	23	2064	Территориальная избирательная комиссия №23	УИК №2064	2014	1684	1631	8	1331	81.61%	292	17.90%
Город Санкт-Петербург	23	2065	Территориальная избирательная комиссия №23	УИК №2065	2238	1422	1422	18	1019	71.66%	385	27.07%
Город Санкт-Петербург	23	2066	Территориальная избирательная комиссия №23	УИК №2066	1994	661	661	6	398	60.21%	257	38.88%
Город Санкт-Петербург	23	2067	Территориальная избирательная комиссия №23	УИК №2067	1962	1614	1612	13	1461	90.63%	138	8.56%
Город Санкт-Петербург	23	2068	Территориальная избирательная комиссия №23	УИК №2068	2017	1426	1426	5	1183	82.96%	238	16.69%
Город Санкт-Петербург	23	2069	Территориальная избирательная комиссия №23	УИК №2069	1942	1427	1419	17	1115	78.58%	287	20.23%
Город Санкт-Петербург	23	2070	Территориальная избирательная комиссия №23	УИК №2070	1495	1326	1326	5	1124	84.77%	197	14.86%
Город Санкт-Петербург	23	2071	Территориальная избирательная комиссия №23	УИК №2071	1656	1369	1369	0	1166	85.17%	203	14.83%
Город Санкт-Петербург	23	2072	Территориальная избирательная комиссия №23	УИК №2072	1956	1564	1564	8	1252	80.05%	304	19.44%
Город Санкт-Петербург	23	2073	Территориальная избирательная комиссия №23	УИК №2073	1926	1484	1484	6	1311	88.34%	167	11.25%
Город Санкт-Петербург	23	2074	Территориальная избирательная комиссия №23	УИК №2074	1645	1172	1171	11	994	84.88%	166	14.18%
Город Санкт-Петербург	23	2075	Территориальная избирательная комиссия №23	УИК №2075	1452	1237	1237	0	1022	82.62%	215	17.38%
Город Санкт-Петербург	23	2076	Территориальная избирательная комиссия №23	УИК №2076	1577	1264	1256	8	924	73.57%	324	25.80%
Город Санкт-Петербург	23	2077	Территориальная избирательная комиссия №23	УИК №2077	2360	1954	1954	6	1615	82.65%	333	17.04%
Город Санкт-Петербург	23	2078	Территориальная избирательная комиссия №23	УИК №2078	2489	2071	2071	0	1657	80.01%	414	19.99%
Город Санкт-Петербург	23	2079	Территориальная избирательная комиссия №23	УИК №2079	2668	2161	2161	16	1698	78.57%	447	20.68%
Город Санкт-Петербург	23	2080	Территориальная избирательная комиссия №23	УИК №2080	2510	1883	1883	14	1577	83.75%	292	15.51%
Город Санкт-Петербург	23	2081	Территориальная избирательная комиссия №23	УИК №2081	1992	1420	1420	9	1143	80.49%	268	18.87%
Город Санкт-Петербург	23	2082	Территориальная избирательная комиссия №23	УИК №2082	1968	1583	1583	16	1279	80.80%	288	18.19%
Город Санкт-Петербург	23	2083	Территориальная избирательная комиссия №23	УИК №2083	1766	1422	1422	0	1228	86.36%	194	13.64%
Город Санкт-Петербург	23	2084	Территориальная избирательная комиссия №23	УИК №2084	1720	1406	1406	5	1223	86.98%	178	12.66%
Город Санкт-Петербург	23	2085	Территориальная избирательная комиссия №23	УИК №2085	2264	1854	1854	1	1546	83.39%	307	16.56%
Город Санкт-Петербург	23	2086	Территориальная избирательная комиссия №23	УИК №2086	2085	1321	1304	9	938	71.93%	357	27.38%
Город Санкт-Петербург	23	2087	Территориальная избирательная комиссия №23	УИК №2087	2763	2122	2122	7	1834	86.43%	281	13.24%
Город Санкт-Петербург	23	2088	Территориальная избирательная комиссия №23	УИК №2088	1945	1492	1492	7	1241	83.18%	244	16.35%
Город Санкт-Петербург	23	2089	Территориальная избирательная комиссия №23	УИК №2089	1789	1408	1397	8	1164	83.32%	225	16.11%
Город Санкт-Петербург	23	2090	Территориальная избирательная комиссия №23	УИК №2090	2067	1627	1626	10	1359	83.58%	257	15.81%
Город Санкт-Петербург	23	2091	Территориальная избирательная комиссия №23	УИК №2091	1960	1495	1495	2	1210	80.94%	283	18.93%
Город Санкт-Петербург	23	2092	Территориальная избирательная комиссия №23	УИК №2092	1915	1515	1515	9	1217	80.33%	289	19.08%
Город Санкт-Петербург	23	2093	Территориальная избирательная комиссия №23	УИК №2093	1777	1400	1400	9	1204	86.00%	187	13.36%
Город Санкт-Петербург	23	2094	Территориальная избирательная комиссия №23	УИК №2094	1936	1604	1604	6	1329	82.86%	269	16.77%
Город Санкт-Петербург	23	2095	Территориальная избирательная комиссия №23	УИК №2095	2140	1629	1629	10	1367	83.92%	252	15.47%
Город Санкт-Петербург	23	2096	Территориальная избирательная комиссия №23	УИК №2096	1848	1422	1422	5	1220	85.79%	197	13.85%
Город Санкт-Петербург	23	2097	Территориальная избирательная комиссия №23	УИК №2097	2302	1791	1768	12	1480	83.71%	276	15.61%
Город Санкт-Петербург	23	2098	Территориальная избирательная комиссия №23	УИК №2098	1796	1405	1405	2	1185	84.34%	218	15.52%
Город Санкт-Петербург	23	2099	Территориальная избирательная комиссия №23	УИК №2099	2034	1622	1611	8	1364	84.67%	239	14.84%
Город Санкт-Петербург	23	2100	Территориальная избирательная комиссия №23	УИК №2100	1950	1556	1555	20	1329	85.47%	206	13.25%
Город Санкт-Петербург	23	2101	Территориальная избирательная комиссия №23	УИК №2101	480	470	470	5	295	62.77%	170	36.17%
Город Санкт-Петербург	23	2102	Территориальная избирательная комиссия №23	УИК №2102	174	172	172	0	103	59.88%	69	40.12%
Город Санкт-Петербург	23	2103	Территориальная избирательная комиссия №23	УИК №2103	449	449	449	1	229	51.00%	219	48.78%
Город Санкт-Петербург	24	1545	Территориальная избирательная комиссия №24	УИК №1545	3511	2627	2624	4	1970	75.08%	650	24.77%
Город Санкт-Петербург	24	1546	Территориальная избирательная комиссия №24	УИК №1546	2424	1730	1730	8	1210	69.94%	512	29.60%
Город Санкт-Петербург	24	1547	Территориальная избирательная комиссия №24	УИК №1547	1902	1625	1622	4	1404	86.56%	214	13.19%
Город Санкт-Петербург	24	1548	Территориальная избирательная комиссия №24	УИК №1548	1541	1125	1123	0	787	70.08%	336	29.92%
Город Санкт-Петербург	24	1549	Территориальная избирательная комиссия №24	УИК №1549	1440	1160	1160	5	950	81.90%	205	17.67%
Город Санкт-Петербург	24	1550	Территориальная избирательная комиссия №24	УИК №1550	1195	1025	1025	4	787	76.78%	234	22.83%
Город Санкт-Петербург	24	1551	Территориальная избирательная комиссия №24	УИК №1551	1864	1583	1581	6	1358	85.90%	217	13.73%
Город Санкт-Петербург	24	1552	Территориальная избирательная комиссия №24	УИК №1552	1688	1139	1137	10	856	75.29%	271	23.83%
Город Санкт-Петербург	24	1553	Территориальная избирательная комиссия №24	УИК №1553	1703	852	852	7	611	71.71%	234	27.46%
Город Санкт-Петербург	24	1554	Территориальная избирательная комиссия №24	УИК №1554	1824	1385	1383	4	727	52.57%	652	47.14%
Город Санкт-Петербург	24	1555	Территориальная избирательная комиссия №24	УИК №1555	2128	1937	1929	0	1627	84.34%	302	15.66%
Город Санкт-Петербург	24	1556	Территориальная избирательная комиссия №24	УИК №1556	2019	1653	1653	10	1360	82.27%	283	17.12%
Город Санкт-Петербург	24	1557	Территориальная избирательная комиссия №24	УИК №1557	2652	1998	1995	0	1871	93.78%	124	6.22%
Город Санкт-Петербург	24	1558	Территориальная избирательная комиссия №24	УИК №1558	2003	1752	1752	7	1469	83.85%	276	15.75%
Город Санкт-Петербург	24	1559	Территориальная избирательная комиссия №24	УИК №1559	1706	1204	1203	17	632	52.54%	554	46.05%
Город Санкт-Петербург	24	1560	Территориальная избирательная комиссия №24	УИК №1560	1780	1513	1513	0	1286	84.99%	227	15.00%
Город Санкт-Петербург	24	1561	Территориальная избирательная комиссия №24	УИК №1561	1849	1425	1423	15	998	70.13%	410	28.81%
Город Санкт-Петербург	24	1562	Территориальная избирательная комиссия №24	УИК №1562	1525	1279	1279	5	1232	96.33%	42	3.28%
Город Санкт-Петербург	24	1563	Территориальная избирательная комиссия №24	УИК №1563	1505	985	983	3	695	70.70%	285	28.99%
Город Санкт-Петербург	24	1564	Территориальная избирательная комиссия №24	УИК №1564	1580	1343	1342	0	1143	85.17%	199	14.83%
Город Санкт-Петербург	24	1565	Территориальная избирательная комиссия №24	УИК №1565	1774	1437	1437	9	1182	82.25%	246	17.12%
Город Санкт-Петербург	24	1566	Территориальная избирательная комиссия №24	УИК №1566	1347	992	991	2	790	79.72%	199	20.08%
Город Санкт-Петербург	24	1567	Территориальная избирательная комиссия №24	УИК №1567	1505	992	991	2	671	67.71%	318	32.09%
Город Санкт-Петербург	24	1568	Территориальная избирательная комиссия №24	УИК №1568	1521	1239	1232	8	916	74.35%	308	25.00%
Город Санкт-Петербург	24	1569	Территориальная избирательная комиссия №24	УИК №1569	2051	1319	1319	7	1096	83.09%	216	16.38%
Город Санкт-Петербург	24	1570	Территориальная избирательная комиссия №24	УИК №1570	1799	1598	1595	8	1380	86.52%	207	12.98%
Город Санкт-Петербург	24	1571	Территориальная избирательная комиссия №24	УИК №1571	1982	1640	1640	3	1389	84.70%	248	15.12%
Город Санкт-Петербург	24	1572	Территориальная избирательная комиссия №24	УИК №1572	2439	1980	1980	2	1733	87.53%	245	12.37%
Город Санкт-Петербург	24	1573	Территориальная избирательная комиссия №24	УИК №1573	2048	1620	1620	9	1343	82.90%	268	16.54%
Город Санкт-Петербург	24	1574	Территориальная избирательная комиссия №24	УИК №1574	1823	1567	1564	5	1360	86.96%	199	12.72%
Город Санкт-Петербург	24	1575	Территориальная избирательная комиссия №24	УИК №1575	1521	1282	1282	3	1125	87.75%	154	12.01%
Город Санкт-Петербург	24	1576	Территориальная избирательная комиссия №24	УИК №1576	3097	2914	2907	11	2510	86.34%	386	13.28%
Город Санкт-Петербург	24	1577	Территориальная избирательная комиссия №24	УИК №1577	3181	2138	2133	15	1437	67.37%	681	31.93%
Город Санкт-Петербург	24	1578	Территориальная избирательная комиссия №24	УИК №1578	2484	2094	2091	8	1482	70.88%	601	28.74%
Город Санкт-Петербург	24	1579	Территориальная избирательная комиссия №24	УИК №1579	2860	2411	2410	10	2218	92.03%	182	7.55%
Город Санкт-Петербург	24	1580	Территориальная избирательная комиссия №24	УИК №1580	2386	1740	1740	21	1077	61.90%	642	36.90%
Город Санкт-Петербург	24	1581	Территориальная избирательная комиссия №24	УИК №1581	1615	1150	1143	14	791	69.20%	338	29.57%
Город Санкт-Петербург	24	1582	Территориальная избирательная комиссия №24	УИК №1582	1486	847	841	6	603	71.70%	232	27.59%
Город Санкт-Петербург	24	1583	Территориальная избирательная комиссия №24	УИК №1583	3061	2545	2545	2	2181	85.70%	362	14.22%
Город Санкт-Петербург	24	1584	Территориальная избирательная комиссия №24	УИК №1584	1989	1799	1799	9	1531	85.10%	259	14.40%
Город Санкт-Петербург	24	1585	Территориальная избирательная комиссия №24	УИК №1585	1939	1651	1651	9	1428	86.49%	214	12.96%
Город Санкт-Петербург	24	1586	Территориальная избирательная комиссия №24	УИК №1586	4750	3854	3851	17	3280	85.17%	554	14.39%
Город Санкт-Петербург	24	1587	Территориальная избирательная комиссия №24	УИК №1587	2388	1899	1898	15	1615	85.09%	268	14.12%
Город Санкт-Петербург	24	1588	Территориальная избирательная комиссия №24	УИК №1588	2410	1973	1971	8	1689	85.69%	274	13.90%
Город Санкт-Петербург	24	1589	Территориальная избирательная комиссия №24	УИК №1589	2032	1642	1641	4	1402	85.44%	235	14.32%
Город Санкт-Петербург	24	1590	Территориальная избирательная комиссия №24	УИК №1590	1999	1573	1572	10	1321	84.03%	241	15.33%
Город Санкт-Петербург	24	1591	Территориальная избирательная комиссия №24	УИК №1591	2199	1888	1888	0	1528	80.93%	360	19.07%
Город Санкт-Петербург	24	1592	Территориальная избирательная комиссия №24	УИК №1592	2002	1538	1533	15	1034	67.45%	484	31.57%
Город Санкт-Петербург	24	1593	Территориальная избирательная комиссия №24	УИК №1593	2033	1638	1638	17	1357	82.84%	264	16.12%
Город Санкт-Петербург	24	1594	Территориальная избирательная комиссия №24	УИК №1594	2031	1682	1682	0	1514	90.01%	168	9.99%
Город Санкт-Петербург	24	1595	Территориальная избирательная комиссия №24	УИК №1595	2326	1688	1685	0	1186	70.39%	499	29.61%
Город Санкт-Петербург	24	1596	Территориальная избирательная комиссия №24	УИК №1596	2403	1983	1983	14	1652	83.31%	317	15.99%
Город Санкт-Петербург	24	1597	Территориальная избирательная комиссия №24	УИК №1597	2572	2278	2277	6	2068	90.82%	203	8.92%
Город Санкт-Петербург	24	1598	Территориальная избирательная комиссия №24	УИК №1598	1895	1428	1426	1	1220	85.55%	205	14.38%
Город Санкт-Петербург	24	1599	Территориальная избирательная комиссия №24	УИК №1599	2300	1820	1815	9	1343	73.99%	463	25.51%
Город Санкт-Петербург	24	1600	Территориальная избирательная комиссия №24	УИК №1600	2014	1515	1515	10	1054	69.57%	451	29.77%
Город Санкт-Петербург	24	1601	Территориальная избирательная комиссия №24	УИК №1601	1890	1309	1296	31	958	73.92%	307	23.69%
Город Санкт-Петербург	24	1602	Территориальная избирательная комиссия №24	УИК №1602	2632	1987	1983	7	1737	87.59%	239	12.05%
Город Санкт-Петербург	24	1603	Территориальная избирательная комиссия №24	УИК №1603	2109	1442	1441	3	1010	70.09%	428	29.70%
Город Санкт-Петербург	24	1604	Территориальная избирательная комиссия №24	УИК №1604	2150	1688	1688	14	1356	80.33%	318	18.84%
Город Санкт-Петербург	24	1605	Территориальная избирательная комиссия №24	УИК №1605	4750	3365	3362	6	1814	53.96%	1542	45.87%
Город Санкт-Петербург	24	1606	Территориальная избирательная комиссия №24	УИК №1606	494	485	485	0	437	90.10%	48	9.90%
Город Санкт-Петербург	25	973	Территориальная избирательная комиссия №25	УИК №973	1984	1459	1459	0	1051	72.04%	408	27.96%
Город Санкт-Петербург	25	974	Территориальная избирательная комиссия №25	УИК №974	2655	1877	1877	0	1371	73.04%	506	26.96%
Город Санкт-Петербург	25	975	Территориальная избирательная комиссия №25	УИК №975	1552	1140	1140	14	834	73.16%	292	25.61%
Город Санкт-Петербург	25	976	Территориальная избирательная комиссия №25	УИК №976	2394	1805	1805	6	1293	71.63%	506	28.03%
Город Санкт-Петербург	25	977	Территориальная избирательная комиссия №25	УИК №977	1785	1336	1336	0	953	71.33%	383	28.67%
Город Санкт-Петербург	25	978	Территориальная избирательная комиссия №25	УИК №978	1980	1451	1451	0	1093	75.33%	358	24.67%
Город Санкт-Петербург	25	979	Территориальная избирательная комиссия №25	УИК №979	2138	1570	1570	13	1087	69.24%	470	29.94%
Город Санкт-Петербург	25	980	Территориальная избирательная комиссия №25	УИК №980	2162	1535	1532	25	1000	65.27%	507	33.09%
Город Санкт-Петербург	25	981	Территориальная избирательная комиссия №25	УИК №981	1452	1020	1018	5	712	69.94%	301	29.57%
Город Санкт-Петербург	25	982	Территориальная избирательная комиссия №25	УИК №982	2091	1548	1548	0	1161	75.00%	387	25.00%
Город Санкт-Петербург	25	983	Территориальная избирательная комиссия №25	УИК №983	1762	1283	1283	0	935	72.88%	348	27.12%
Город Санкт-Петербург	25	984	Территориальная избирательная комиссия №25	УИК №984	1318	949	949	1	705	74.29%	243	25.61%
Город Санкт-Петербург	25	985	Территориальная избирательная комиссия №25	УИК №985	1941	1448	1448	5	1014	70.03%	429	29.63%
Город Санкт-Петербург	25	986	Территориальная избирательная комиссия №25	УИК №986	1977	1581	1581	5	1335	84.44%	241	15.24%
Город Санкт-Петербург	25	987	Территориальная избирательная комиссия №25	УИК №987	1205	875	875	2	656	74.97%	217	24.80%
Город Санкт-Петербург	25	988	Территориальная избирательная комиссия №25	УИК №988	1983	1461	1461	17	1022	69.95%	422	28.88%
Город Санкт-Петербург	25	989	Территориальная избирательная комиссия №25	УИК №989	1412	1045	1045	3	732	70.05%	310	29.67%
Город Санкт-Петербург	25	990	Территориальная избирательная комиссия №25	УИК №990	1843	1440	1440	1	994	69.03%	445	30.90%
Город Санкт-Петербург	25	991	Территориальная избирательная комиссия №25	УИК №991	1950	1465	1462	18	1068	73.05%	376	25.72%
Город Санкт-Петербург	25	992	Территориальная избирательная комиссия №25	УИК №992	1923	1415	1415	2	1023	72.30%	390	27.56%
Город Санкт-Петербург	25	993	Территориальная избирательная комиссия №25	УИК №993	2054	1558	1558	0	1153	74.01%	405	25.99%
Город Санкт-Петербург	25	994	Территориальная избирательная комиссия №25	УИК №994	2132	1491	1491	8	1032	69.22%	451	30.25%
Город Санкт-Петербург	25	995	Территориальная избирательная комиссия №25	УИК №995	1915	1581	1555	6	1316	84.63%	233	14.98%
Город Санкт-Петербург	25	996	Территориальная избирательная комиссия №25	УИК №996	2062	1532	1530	5	1120	73.20%	405	26.47%
Город Санкт-Петербург	25	997	Территориальная избирательная комиссия №25	УИК №997	1583	1293	1293	9	1049	81.13%	235	18.17%
Город Санкт-Петербург	25	998	Территориальная избирательная комиссия №25	УИК №998	1777	1289	1289	1	954	74.01%	334	25.91%
Город Санкт-Петербург	25	999	Территориальная избирательная комиссия №25	УИК №999	1955	1413	1413	9	981	69.43%	423	29.94%
Город Санкт-Петербург	25	1000	Территориальная избирательная комиссия №25	УИК №1000	2028	1505	1505	8	993	65.98%	504	33.49%
Город Санкт-Петербург	25	1001	Территориальная избирательная комиссия №25	УИК №1001	2171	1586	1586	11	1103	69.55%	472	29.76%
Город Санкт-Петербург	25	1002	Территориальная избирательная комиссия №25	УИК №1002	2478	1809	1804	7	1272	70.51%	525	29.10%
Город Санкт-Петербург	25	1003	Территориальная избирательная комиссия №25	УИК №1003	2062	1542	1542	6	1097	71.14%	439	28.47%
Город Санкт-Петербург	25	1004	Территориальная избирательная комиссия №25	УИК №1004	1869	1331	1331	0	939	70.55%	392	29.45%
Город Санкт-Петербург	25	1005	Территориальная избирательная комиссия №25	УИК №1005	1706	1334	1331	13	1047	78.66%	271	20.36%
